2140   1.890
1	1	7.612286E-02	1.174953E-03	-1
1	2	7.606545E-02	2.523721E-03	-1
1	3	7.595956E-02	3.869569E-03	-1
1	4	7.580524E-02	5.210763E-03	-1
1	5	7.560261E-02	6.545568E-03	-1
1	6	7.535180E-02	7.872248E-03	-1
1	7	7.505299E-02	9.189062E-03	-1
1	8	7.470636E-02	1.049427E-02	-1
1	9	7.431214E-02	1.178612E-02	-1
1	10	7.385562E-02	1.314724E-02	-1
1	11	7.334108E-02	1.453069E-02	-1
1	12	7.277093E-02	1.591410E-02	-1
1	13	7.214384E-02	1.729749E-02	-1
1	14	7.145827E-02	1.868092E-02	-1
1	15	7.071250E-02	2.006444E-02	-1
1	16	6.990455E-02	2.144810E-02	-1
1	17	6.903218E-02	2.283198E-02	-1
1	18	6.809283E-02	2.421615E-02	-1
1	19	6.708359E-02	2.560068E-02	-1
1	20	6.600116E-02	2.698566E-02	-1
1	21	6.484176E-02	2.837114E-02	-1
1	22	6.360107E-02	2.975718E-02	-1
1	23	6.227413E-02	3.114379E-02	-1
1	24	6.085522E-02	3.253097E-02	-1
1	25	5.933775E-02	3.391867E-02	-1
1	26	5.771402E-02	3.530675E-02	-1
1	27	5.597498E-02	3.669502E-02	-1
1	28	5.410991E-02	3.808316E-02	-1
1	29	5.210593E-02	3.947077E-02	-1
1	30	4.994725E-02	4.085732E-02	-1
1	31	4.761409E-02	4.224220E-02	-1
1	32	4.508090E-02	4.362476E-02	-1
1	33	4.231333E-02	4.500448E-02	-1
1	34	3.926274E-02	4.638124E-02	-1
1	35	3.585563E-02	4.775578E-02	-1
1	36	3.197097E-02	4.913070E-02	-1
1	37	2.738362E-02	5.051222E-02	-1
1	38	2.158390E-02	5.191404E-02	-1
1	39	1.277619E-02	5.336733E-02	-1
1	40	-1.277619E-02	5.336733E-02	1
1	41	-2.158390E-02	5.191404E-02	1
1	42	-2.738362E-02	5.051222E-02	1
1	43	-3.197097E-02	4.913070E-02	1
1	44	-3.585563E-02	4.775578E-02	1
1	45	-3.926274E-02	4.638124E-02	1
1	46	-4.231333E-02	4.500448E-02	1
1	47	-4.508090E-02	4.362476E-02	1
1	48	-4.761409E-02	4.224220E-02	1
1	49	-4.994725E-02	4.085732E-02	1
1	50	-5.210593E-02	3.947077E-02	1
1	51	-5.410991E-02	3.808316E-02	1
1	52	-5.597498E-02	3.669502E-02	1
1	53	-5.771402E-02	3.530675E-02	1
1	54	-5.933775E-02	3.391867E-02	1
1	55	-6.085522E-02	3.253097E-02	1
1	56	-6.227413E-02	3.114379E-02	1
1	57	-6.360107E-02	2.975718E-02	1
1	58	-6.484176E-02	2.837114E-02	1
1	59	-6.600116E-02	2.698566E-02	1
1	60	-6.708359E-02	2.560068E-02	1
1	61	-6.809283E-02	2.421615E-02	1
1	62	-6.903218E-02	2.283198E-02	1
1	63	-6.990455E-02	2.144810E-02	1
1	64	-7.071250E-02	2.006444E-02	1
1	65	-7.145827E-02	1.868092E-02	1
1	66	-7.214384E-02	1.729749E-02	1
1	67	-7.277093E-02	1.591410E-02	1
1	68	-7.334108E-02	1.453069E-02	1
1	69	-7.385562E-02	1.314724E-02	1
1	70	-7.431214E-02	1.178612E-02	1
1	71	-7.470636E-02	1.049427E-02	1
1	72	-7.505299E-02	9.189062E-03	1
1	73	-7.535180E-02	7.872248E-03	1
1	74	-7.560261E-02	6.545568E-03	1
1	75	-7.580524E-02	5.210763E-03	1
1	76	-7.595956E-02	3.869569E-03	1
1	77	-7.606545E-02	2.523721E-03	1
1	78	-7.612286E-02	1.174953E-03	1
2	1	7.731314E-02	1.174955E-03	-1
2	2	7.725740E-02	2.523785E-03	-1
2	3	7.715469E-02	3.869852E-03	-1
2	4	7.700508E-02	5.211515E-03	-1
2	5	7.680867E-02	6.547132E-03	-1
2	6	7.656559E-02	7.875061E-03	-1
2	7	7.627599E-02	9.193658E-03	-1
2	8	7.594007E-02	1.050128E-02	-1
2	9	7.555803E-02	1.179626E-02	-1
2	10	7.512613E-02	1.309986E-02	-1
2	11	7.463019E-02	1.447850E-02	-1
2	12	7.408083E-02	1.585712E-02	-1
2	13	7.347685E-02	1.723577E-02	-1
2	14	7.281686E-02	1.861448E-02	-1
2	15	7.209930E-02	1.999330E-02	-1
2	16	7.132237E-02	2.137228E-02	-1
2	17	7.048407E-02	2.275148E-02	-1
2	18	6.958211E-02	2.413096E-02	-1
2	19	6.861388E-02	2.551079E-02	-1
2	20	6.757647E-02	2.689103E-02	-1
2	21	6.646653E-02	2.827174E-02	-1
2	22	6.528026E-02	2.965295E-02	-1
2	23	6.401334E-02	3.103471E-02	-1
2	24	6.266080E-02	3.241699E-02	-1
2	25	6.121694E-02	3.379977E-02	-1
2	26	5.967519E-02	3.518294E-02	-1
2	27	5.802786E-02	3.656635E-02	-1
2	28	5.626598E-02	3.794977E-02	-1
2	29	5.437887E-02	3.933286E-02	-1
2	30	5.235367E-02	4.071520E-02	-1
2	31	5.017463E-02	4.209629E-02	-1
2	32	4.782194E-02	4.347556E-02	-1
2	33	4.526994E-02	4.485244E-02	-1
2	34	4.248401E-02	4.622655E-02	-1
2	35	3.941503E-02	4.759794E-02	-1
2	36	3.598870E-02	4.896757E-02	-1
2	37	3.208268E-02	5.033822E-02	-1
2	38	2.746999E-02	5.171615E-02	-1
2	39	2.163851E-02	5.311461E-02	-1
2	40	1.279176E-02	5.456272E-02	-1
2	41	-1.279176E-02	5.456272E-02	1
2	42	-2.163851E-02	5.311461E-02	1
2	43	-2.746999E-02	5.171615E-02	1
2	44	-3.208268E-02	5.033822E-02	1
2	45	-3.598870E-02	4.896757E-02	1
2	46	-3.941503E-02	4.759794E-02	1
2	47	-4.248401E-02	4.622655E-02	1
2	48	-4.526994E-02	4.485244E-02	1
2	49	-4.782194E-02	4.347556E-02	1
2	50	-5.017463E-02	4.209629E-02	1
2	51	-5.235367E-02	4.071520E-02	1
2	52	-5.437887E-02	3.933286E-02	1
2	53	-5.626598E-02	3.794977E-02	1
2	54	-5.802786E-02	3.656635E-02	1
2	55	-5.967519E-02	3.518294E-02	1
2	56	-6.121694E-02	3.379977E-02	1
2	57	-6.266080E-02	3.241699E-02	1
2	58	-6.401334E-02	3.103471E-02	1
