   1.920000e+00   0.000000e+00
   1.919977e+00   1.177794e-03
   1.919908e+00   2.353773e-03
   1.919792e+00   3.526122e-03
   1.919631e+00   4.693034e-03
   1.919424e+00   5.852710e-03
   1.919171e+00   7.003361e-03
   1.918874e+00   8.143213e-03
   1.918532e+00   9.270510e-03
   1.918146e+00   1.038351e-02
   1.917716e+00   1.148050e-02
   1.917244e+00   1.255979e-02
   1.916730e+00   1.361971e-02
   1.916175e+00   1.465864e-02
   1.915579e+00   1.567496e-02
   1.914944e+00   1.666711e-02
   1.914271e+00   1.763356e-02
   1.913560e+00   1.857282e-02
   1.912812e+00   1.948344e-02
   1.912030e+00   2.036402e-02
   1.911213e+00   2.121320e-02
   1.910364e+00   2.202968e-02
   1.909483e+00   2.281218e-02
   1.908573e+00   2.355951e-02
   1.907634e+00   2.427051e-02
   1.906667e+00   2.494409e-02
   1.905675e+00   2.557920e-02
   1.904659e+00   2.617488e-02
   1.903620e+00   2.673020e-02
   1.902560e+00   2.724430e-02
   1.901481e+00   2.771639e-02
   1.900384e+00   2.814574e-02
   1.899271e+00   2.853170e-02
   1.898143e+00   2.887366e-02
   1.897003e+00   2.917110e-02
   1.895853e+00   2.942356e-02
   1.894693e+00   2.963065e-02
   1.893526e+00   2.979205e-02
   1.892354e+00   2.990752e-02
   1.891178e+00   2.997687e-02
   1.890000e+00   3.000000e-02
   1.888822e+00   2.997687e-02
   1.887646e+00   2.990752e-02
   1.886474e+00   2.979205e-02
   1.885307e+00   2.963065e-02
   1.884147e+00   2.942356e-02
   1.882997e+00   2.917110e-02
   1.881857e+00   2.887366e-02
   1.880729e+00   2.853170e-02
   1.879616e+00   2.814574e-02
   1.878519e+00   2.771639e-02
   1.877440e+00   2.724430e-02
   1.876380e+00   2.673020e-02
   1.875341e+00   2.617488e-02
   1.874325e+00   2.557920e-02
   1.873333e+00   2.494409e-02
   1.872366e+00   2.427051e-02
   1.871427e+00   2.355951e-02
   1.870517e+00   2.281218e-02
   1.869636e+00   2.202968e-02
   1.868787e+00   2.121320e-02
   1.867970e+00   2.036402e-02
   1.867188e+00   1.948344e-02
   1.866440e+00   1.857282e-02
   1.865729e+00   1.763356e-02
   1.865056e+00   1.666711e-02
   1.864421e+00   1.567496e-02
   1.863825e+00   1.465864e-02
   1.863270e+00   1.361971e-02
   1.862756e+00   1.255979e-02
   1.862284e+00   1.148050e-02
   1.861854e+00   1.038351e-02
   1.861468e+00   9.270510e-03
   1.861126e+00   8.143213e-03
   1.860829e+00   7.003361e-03
   1.860576e+00   5.852710e-03
   1.860369e+00   4.693034e-03
   1.860208e+00   3.526122e-03
   1.860092e+00   2.353773e-03
   1.860023e+00   1.177794e-03
   1.860000e+00   3.673940e-18
